date,state,positive,negative,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,death,total_test_results
15-04-2020,RI,3903,22567,229,331,54,,44,,168,B,87,26470
15-04-2020,SC,3656,31077,,675,,,,,,B,107,34733
15-04-2020,SD,1168,8691,,51,,,,,329,A,6,9859
15-04-2020,TN,6079,74817,412,663,,,,,2196,A,135,80896
15-04-2020,TX,15492,136318,1538,,,,,,3150,A,364,151810
15-04-2020,UT,2542,45072,,221,,,,,218,A,20,47614
15-04-2020,VA,6500,37669,1298,1048,394,,234,,752,A,195,44169
15-04-2020,VI,51,331,,,,,,,44,,1,382
15-04-2020,VT,779,9913,63,,,,,,15,A,30,10692
15-04-2020,WA,12619,132049,645,,194,,,,,C,551,144668
15-04-2020,WI,4453,39326,406,1091,163,290,,,,A,182,43779
15-04-2020,WI,4453,39326,406,1091,163,290,,,,A,182,43779
15-04-2020,WV,702,16954,82,164,36,73,23,50,211,B,10,17656
15-04-2020,WY,287,6042,,43,,,,,129,A,2,6329
16-04-2020,AK,300,8435,,35,,,,,110,A,9,8735
16-04-2020,AL,4345,32046,360,553,,227,,137,,B,133,36391
16-04-2020,AR,1620,21055,85,,,,21,,548,A,37,22675
16-04-2020,AS,0,3,,,,,,,,,,3
16-04-2020,AZ,4234,43164,578,1258,278,,188,,460,B,150,47398
16-04-2020,CA,26182,220218,5031,,1568,,,,,B,890,246400
16-04-2020,CO,8280,32253,859,1636,,,,,,A,357,40533
16-04-2020,CT,15884,37238,1926,,,,,,,A,971,53122
16-04-2020,DC,2350,9800,313,,105,,79,,552,A,81,12150
16-04-2020,DE,2075,11275,209,,,,,,378,A,70,13350
16-04-2020,FL,22897,196351,,3460,,,,,,A,646,219248
16-04-2020,GA,15669,52270,,3108,,,,,,A,587,67939
16-04-2020,GU,133,870,9,,,,,,86,,5,1003
16-04-2020,HI,530,20170,,45,,,,,359,A,9,20700
16-04-2020,HI,530,20170,,45,,,,,359,A,9,20700
16-04-2020,IA,2141,18534,175,,84,,48,,987,A,60,20675
16-04-2020,ID,1587,14655,70,143,,46,,,,A,41,16242
16-04-2020,IL,25733,96856,4423,,1248,,797,,,A,1072,122589
16-04-2020,IN,9542,41573,,,696,,426,,,B,477,51115
16-04-2020,KS,1588,14534,,359,,,,,,B,80,16122
16-04-2020,KY,2291,26033,412,807,252,367,,,862,A,122,28324
16-04-2020,LA,22532,104054,1914,,,,396,,,A,1156,126586
16-04-2020,MA,32492,110098,3726,3726,973,,,,,B,1667,142590
16-04-2020,MD,10784,48059,,2451,,,,,736,A,499,58843
16-04-2020,ME,796,14076,47,130,20,,7,,333,A,27,14872
16-04-2020,MI,35455,78274,3809,,1447,,1211,,617,B,2841,113729
16-04-2020,MI,35455,78274,3809,,1447,,1211,,617,B,2841,113729
16-04-2020,MN,2486,42536,213,475,103,188,,,926,A,94,45022
16-04-2020,MO,5111,45537,1043,,,,,,,A,152,50648
16-04-2020,MP,13,27,,,,,,,,,2,40
16-04-2020,MS,3624,34791,,682,154,,99,,,A,129,38415
16-04-2020,MT,415,9521,21,52,,,,,218,A,7,9936
16-04-2020,NC,5465,65452,452,,,,,,,A,131,70917
16-04-2020,ND,393,11311,14,45,,,,,163,B,9,11704
16-04-2020,NE,952,11342,,,,,,,,A,21,12294
16-04-2020,NH,1139,11027,70,178,,,,,365,B,32,12166
16-04-2020,NJ,75317,76513,8224,,2014,,1645,,,A,3518,151830
16-04-2020,NM,1484,31910,90,215,,,,,353,A,36,33394
16-04-2020,NV,3321,25130,,,,,,,,A,158,28451
16-04-2020,NY,222284,328295,17735,59052,5071,,,,30800,A,12192,550579
16-04-2020,OH,8414,66426,,2331,,707,,,,B,389,74840
16-04-2020,OK,2357,28542,236,528,163,,,,1240,B,131,30899
16-04-2020,OR,1736,33202,307,414,89,,43,,,A,64,34938
16-04-2020,PA,27735,113735,2512,,,,675,,,A,707,141470
16-04-2020,PA,27735,113735,2512,,,,675,,,A,707,141470
16-04-2020,PR,1043,7315,,,,,,,,A,56,8358
16-04-2020,RI,4295,24657,245,331,61,,43,,182,B,105,28952
16-04-2020,SC,3656,31077,,675,,,,,,B,107,34733
16-04-2020,SD,1311,9239,,55,,,,,373,A,7,10550
16-04-2020,TN,6262,78787,444,691,,,,,2786,A,141,85049
16-04-2020,TX,16455,142092,1459,,,,,,3677,A,393,158547
16-04-2020,UT,2683,46995,,238,,,,,357,A,21,49678
16-04-2020,VA,6889,39555,1337,1114,427,,238,,951,A,208,46444
16-04-2020,VI,51,357,,,,,,,46,,1,408
16-04-2020,VT,792,10259,58,,,,,,15,A,35,11051
16-04-2020,WA,12872,136144,595,,196,,,,,C,571,149016
16-04-2020,WI,4636,40974,394,1121,147,299,,,,A,197,45610
16-04-2020,WI,4636,40974,394,1121,147,299,,,,A,197,45610
16-04-2020,WV,739,17567,85,,34,,24,,223,B,13,18306
16-04-2020,WY,296,6131,19,43,,,,,148,A,2,6427
17-04-2020,AK,309,9141,,36,,,,,128,A,9,9450
17-04-2020,AL,4530,33318,364,594,,247,,148,,B,144,37848
17-04-2020,AR,1695,21799,83,,,,21,,593,A,37,23494
17-04-2020,AS,0,3,,,,,,,,,,3
17-04-2020,AZ,4507,44723,566,1289,285,,178,,539,B,169,49230
17-04-2020,CA,27528,224086,4892,,1484,,,,,B,985,251614
17-04-2020,CO,8675,33155,858,1693,,,,,,A,374,41830
17-04-2020,CT,16809,38653,1946,,,,,,,A,1036,55462
17-04-2020,DC,2476,10167,313,,105,,79,,573,A,86,12643
17-04-2020,DE,2323,11694,224,,,,,,423,A,76,14017
17-04-2020,FL,24119,210718,,3665,,,,,,A,699,234837
17-04-2020,GA,17194,54490,,3324,,,,,,A,650,71684
17-04-2020,GU,133,940,6,,2,,,,97,,5,1073
17-04-2020,HI,541,21316,,45,,,,,374,A,9,21857
17-04-2020,HI,541,21316,,45,,,,,374,A,9,21857
17-04-2020,IA,2332,19460,183,,88,,52,,1007,A,64,21792
17-04-2020,ID,1609,15043,58,148,,51,,,390,A,41,16652
17-04-2020,IL,27575,102588,4454,,1196,,777,,,A,1134,130163
17-04-2020,IN,10154,44631,,,638,,417,,,B,519,54785
17-04-2020,KS,1705,15196,,375,,,,,,B,84,16901
17-04-2020,KY,2429,27318,477,971,333,506,,,956,A,129,29747
17-04-2020,LA,23118,108869,1868,,,,363,,,A,1213,131987
17-04-2020,MA,35125,117195,3756,3756,987,,,,,B,1822,152320
17-04-2020,MD,11572,50437,,2612,,,,,736,A,541,62009
17-04-2020,ME,827,14076,55,133,28,,8,,352,A,29,14903
17-04-2020,MI,36320,83268,3674,,1428,,1167,,629,B,2984,119588
17-04-2020,MI,36320,83268,3674,,1428,,1167,,629,B,2984,119588
17-04-2020,MN,2668,43820,223,518,106,202,,,955,A,111,46488
17-04-2020,MO,5283,46434,1043,,,,,,,A,165,51717
17-04-2020,MP,13,42,,,,,,,,,2,55
17-04-2020,MS,3793,34791,,736,154,,99,,,A,140,38584
17-04-2020,MT,422,9822,21,54,,,,,233,A,8,10244
17-04-2020,NC,5859,67122,429,,,,,,,A,152,72981
17-04-2020,ND,439,11903,16,47,,,,,172,B,9,12342
17-04-2020,NE,1066,12038,,,,,,,,A,24,13104
17-04-2020,NH,1287,11421,74,190,,,,,455,B,37,12708
17-04-2020,NJ,78467,78982,8011,,1961,,1594,,,A,3840,157449
17-04-2020,NM,1597,32891,90,230,,,,,353,A,44,34488
17-04-2020,NV,3524,26238,,,,,,,,A,162,29762
17-04-2020,NY,229642,343581,17316,61120,5039,,,,33392,A,12822,573223
17-04-2020,OH,9107,68819,,2424,,740,,,,B,418,77926
17-04-2020,OK,2465,31155,325,528,155,,,,1331,B,136,33620
17-04-2020,OR,1785,34536,301,427,69,,41,,,A,70,36321
17-04-2020,PA,29441,117932,2603,,,,661,,,A,756,147373
17-04-2020,PA,29441,117932,2603,,,,661,,,A,756,147373
17-04-2020,PR,1068,7864,,,,,,,,A,58,8932
17-04-2020,RI,4585,26157,252,331,62,,43,,196,B,118,30742
17-04-2020,SC,3931,32353,,675,,,,,,B,109,36284
17-04-2020,SD,1411,9651,,63,,,,,457,A,7,11062
17-04-2020,TN,6589,80684,465,711,,,,,3017,A,142,87273
17-04-2020,TX,17371,152165,1522,,,,,,4190,A,428,169536
17-04-2020,UT,2805,52966,,244,,,,,443,A,23,55771
17-04-2020,VA,7491,41506,1308,1221,400,,224,,1110,A,231,48997
17-04-2020,VI,51,373,,,,,,,46,,2,424
17-04-2020,VT,802,10813,32,,,,,,15,A,35,11615
17-04-2020,WA,13174,140294,622,,195,,,,,C,585,153468
17-04-2020,WI,4839,42365,361,1153,141,306,348,,,A,205,47204
17-04-2020,WI,4839,42365,361,1153,141,306,348,,,A,205,47204
17-04-2020,WV,754,17927,85,,34,,24,,223,B,13,18681
17-04-2020,WY,296,6131,19,43,,,,,148,A,2,6427
18-04-2020,AK,314,9341,39,36,,,,,147,A,9,9655
18-04-2020,AL,4655,37883,359,620,,247,,148,,B,146,42538
18-04-2020,AR,1739,22402,86,291,,,22,57,703,A,38,24141
18-04-2020,AS,0,3,,,,,,,,,,3
18-04-2020,AZ,4719,46326,566,1341,285,,178,,539,B,177,51045
18-04-2020,CA,28963,230703,4936,,1490,,,,,B,1072,259666
18-04-2020,CO,9047,34260,843,1755,,,,,,A,391,43307
18-04-2020,CT,16809,38653,1946,,,,,,,A,1036,55462
18-04-2020,DC,2666,10602,313,,105,,79,,608,A,91,13268
18-04-2020,DE,2323,11694,224,,,,,,423,A,86,14017
18-04-2020,FL,25269,221258,,3842,,,,,,A,754,246527
18-04-2020,GA,17669,56539,,3420,,,,,,A,673,74208
18-04-2020,GU,133,943,6,,2,,,,110,,5,1076
18-04-2020,HI,553,21790,,48,,,,,390,A,9,22343
18-04-2020,HI,553,21790,,48,,,,,390,A,9,22343
18-04-2020,IA,2513,20434,193,,84,,51,,1095,A,74,22947
18-04-2020,ID,1655,15292,53,151,,53,,,453,A,43,16947
18-04-2020,IL,29160,108244,4340,,1192,,740,,,A,1259,137404
18-04-2020,IN,10641,46232,,,663,,360,,,B,545,56873
18-04-2020,KS,1790,15886,,383,,,,,,B,86,17676
18-04-2020,KY,2522,28074,360,1008,227,514,,,979,A,137,30596
18-04-2020,LA,23580,114419,1761,,,,347,,,A,1267,137999
18-04-2020,MA,37527,124604,3728,3728,987,,,,,B,1983,162131
18-04-2020,MD,12308,53062,,2757,,,,,771,A,582,65370
18-04-2020,ME,847,14076,49,136,20,,12,,382,A,32,14923
18-04-2020,MI,37029,87114,3634,,1423,,1203,,3237,B,3107,124143
18-04-2020,MI,37029,87114,3634,,1423,,1203,,3237,B,3107,124143
18-04-2020,MN,2788,45182,239,561,111,215,,,997,A,121,47970
18-04-2020,MO,5517,48242,875,,,,,,,A,175,53759
18-04-2020,MP,14,42,,,,,,,9,,2,56
18-04-2020,MS,3974,34791,,782,154,,99,,,A,152,38765
18-04-2020,MT,426,10143,17,55,,,,,234,A,10,10569
18-04-2020,NC,6140,70071,388,,,,,,,A,164,76211
18-04-2020,ND,528,12435,13,47,,,,,183,B,9,12963
18-04-2020,NE,1138,12539,,,,,,,,A,24,13677
18-04-2020,NH,1287,11565,86,190,,,,,468,B,37,12852
18-04-2020,NJ,81420,81116,7718,,2024,,1641,,,A,4070,162536
18-04-2020,NM,1711,33902,96,242,,,,,382,A,51,35613
18-04-2020,NV,3626,27125,,,,,,,,A,168,30751
18-04-2020,NY,236732,359800,16967,63103,4996,,,,35458,A,13362,596532
18-04-2020,OH,10222,68819,,2519,,760,,,,B,451,79041
18-04-2020,OK,2570,32966,307,541,136,,,,1515,B,139,35536
18-04-2020,OR,1844,35739,290,449,74,,37,,,A,72,37583
18-04-2020,PA,31069,122896,2613,,,,660,,,A,836,153965
18-04-2020,PA,31069,122896,2613,,,,660,,,A,836,153965
18-04-2020,PR,1118,8055,165,,,,,,,A,60,9173
18-04-2020,RI,4868,27527,293,578,67,,43,,217,B,150,32395
18-04-2020,SC,4246,34587,,776,,,,,2633,B,119,38833
18-04-2020,SD,1542,10118,,68,,,,,552,A,7,11660
18-04-2020,TN,6762,83824,593,719,,,,,3234,A,145,90586
18-04-2020,TX,18260,157979,1321,,,,,,4806,A,453,176239
18-04-2020,UT,2931,57013,,251,,,,,565,A,25,59944
18-04-2020,VA,8053,43878,1307,1296,398,,230,,1228,A,258,51931
18-04-2020,VI,53,390,,,,,,,46,,3,443
18-04-2020,VT,813,11212,56,,,,,,15,A,38,12025
18-04-2020,WA,13407,142307,518,,155,,,,,C,598,155714
18-04-2020,WI,5013,43962,361,1176,135,307,,,,A,211,48975
18-04-2020,WI,5013,43962,361,1176,135,307,,,,A,211,48975
18-04-2020,WV,785,18655,83,,40,,27,,255,B,16,19440
18-04-2020,WY,305,6217,19,50,,,,,206,A,2,6522
19-04-2020,AK,319,9576,37,36,,,,,153,A,9,9895
19-04-2020,AL,4837,40875,360,641,,260,,157,,B,154,45712
19-04-2020,AR,1781,22428,88,291,,,25,57,721,A,40,24209
19-04-2020,AS,0,3,,,,,,,,,,3
19-04-2020,AZ,4929,48061,631,1387,283,,187,,994,B,184,52990
19-04-2020,CA,30333,250567,4731,,1457,,,,,B,1166,280900
19-04-2020,CO,9433,35173,874,1797,,,,,,A,411,44606
19-04-2020,CT,17550,40663,1938,,,,,,,A,1086,58213
19-04-2020,DC,2793,10906,313,,105,,79,,622,A,96,13699
19-04-2020,DE,2538,12256,249,,,,,,466,A,90,14794
19-04-2020,FL,25996,230083,,3930,,,,,,A,781,256079
19-04-2020,GA,18301,61632,,3464,,,,,,A,687,79933
19-04-2020,GU,133,943,6,,2,,,,112,,5,1076
19-04-2020,HI,574,22896,,51,,,,,410,A,9,23470
19-04-2020,HI,574,22896,,51,,,,,410,A,9,23470
19-04-2020,IA,2902,21648,198,,86,,54,,1171,A,75,24550
19-04-2020,ID,1668,15773,43,151,,53,,,520,A,44,17441
19-04-2020,IL,30357,112961,4314,,1196,,749,,,A,1290,143318
19-04-2020,IN,11210,49932,,,649,,342,,,B,562,61142
19-04-2020,KS,1849,16281,,390,,,,,,B,92,18130
19-04-2020,KY,2707,29518,274,1059,155,534,,,1174,A,144,32225
19-04-2020,LA,23928,111420,1748,,,,349,,,A,1296,135348
19-04-2020,MA,39820,129295,3789,3789,987,,,,,B,2146,169115
19-04-2020,MD,12830,55061,,2886,,,,,914,A,626,67891
19-04-2020,ME,867,14076,46,136,18,,9,,393,A,34,14943
19-04-2020,MI,37557,89758,3403,,1344,,1115,,3237,B,3236,127315
19-04-2020,MI,37557,89758,3403,,1344,,1115,,3237,B,3236,127315
19-04-2020,MN,2914,46288,228,574,116,226,,,1026,A,134,49202
19-04-2020,MO,5667,48242,875,,,,,,,A,176,53909
19-04-2020,MP,14,42,,,,,,,9,,2,56
19-04-2020,MS,4274,34791,,808,138,,79,,,A,159,39065
19-04-2020,MT,433,10465,18,55,,,,,243,A,10,10898
19-04-2020,NC,6493,72279,465,,,,,,,A,172,78772
19-04-2020,ND,585,13045,15,51,,,,,189,B,10,13630
19-04-2020,NE,1287,13288,,,,,,,,A,28,14575
19-04-2020,NH,1342,12082,85,192,,,,,513,B,38,13424
19-04-2020,NJ,85301,85387,7494,,1940,,1628,,,A,4202,170688
19-04-2020,NM,1798,34834,92,258,,,,,465,A,53,36632
19-04-2020,NV,3728,27870,,,,,,,,A,172,31598
19-04-2020,NY,242786,374769,16213,64550,4878,,,,37596,A,13869,617555
19-04-2020,OH,11602,75697,,2565,,765,,,,B,471,87299
19-04-2020,OK,2599,32966,307,541,136,,,,1575,B,140,35565
19-04-2020,OR,1910,37128,290,456,74,,37,,,A,74,39038
19-04-2020,PA,32284,126570,2634,,,,657,,,A,1112,158854
19-04-2020,PA,32284,126570,2634,,,,657,,,A,1112,158854
19-04-2020,PR,1213,8280,160,,,,,,,A,62,9493
19-04-2020,RI,5207,29289,298,605,66,,37,,244,B,164,34496
19-04-2020,SC,4377,36103,,776,,,,,2633,B,120,40480
19-04-2020,SD,1635,10427,,74,,,,,646,A,7,12062
19-04-2020,TN,7070,90028,393,724,,,,,3344,A,148,97098
19-04-2020,TX,18923,163787,1471,,,,,,5334,A,477,182710
19-04-2020,UT,3069,60486,,259,,,,,679,A,27,63555
19-04-2020,VA,8537,46196,1319,1422,388,,231,,1267,A,277,54733
19-04-2020,VI,53,548,,,,,,,48,,3,601
19-04-2020,VT,817,11450,53,,,,,,15,A,38,12267
19-04-2020,WA,13583,143808,586,,193,,,,,C,615,157391
19-04-2020,WI,5176,45323,397,1190,162,307,,,,A,220,50499
19-04-2020,WI,5176,45323,397,1190,162,307,,,,A,220,50499
19-04-2020,WV,863,19168,72,,37,,25,,265,B,18,20031
19-04-2020,WY,309,6972,19,50,,,,,227,A,2,7281
20-04-2020,AK,321,9803,46,36,,,,,161,A,9,10124
20-04-2020,AL,5025,40875,397,641,,260,,157,,B,167,45900
20-04-2020,AR,1923,24630,93,291,,,24,57,749,A,42,26553
20-04-2020,AS,0,3,,,,,,,,,,3
20-04-2020,AZ,5064,49436,637,1454,285,,181,,1155,B,187,54500
20-04-2020,CA,30978,259522,4674,,1480,,,,,B,1208,290500
20-04-2020,CO,9730,36465,874,1813,,,,,,A,422,46195
20-04-2020,CT,19815,42991,1919,,,,,,,A,1331,62806
20-04-2020,DC,2927,11186,402,,120,,69,,630,A,105,14113
20-04-2020,DE,2745,12508,256,,,,,,495,A,99,15253
20-04-2020,FL,26660,239565,,4010,,,,,,A,806,266225
20-04-2020,GA,18947,65381,,3550,,,,,,A,733,84328
20-04-2020,GU,133,991,3,,2,,,,112,,5,1124
20-04-2020,HI,580,23595,,52,,,,,414,A,10,24175
20-04-2020,HI,580,23595,,52,,,,,414,A,10,24175
20-04-2020,IA,3159,22661,214,,91,,58,,1235,A,79,25820
20-04-2020,ID,1672,15773,53,151,,53,,,585,A,45,17445
20-04-2020,IL,31508,116850,4599,,1239,,757,,,A,1349,148358
20-04-2020,IN,11686,52953,,,669,,353,,,B,569,64639
20-04-2020,KS,1986,16775,,405,,,,,,B,100,18761
20-04-2020,KY,2960,29612,274,1059,155,534,,,1174,A,148,32572
20-04-2020,LA,24523,111588,1794,,,,332,,,A,1328,136111
20-04-2020,MA,41416,136046,3872,3872,987,,,,,B,2303,177462
20-04-2020,MD,13684,57713,,3014,,,,,917,A,683,71397
20-04-2020,ME,875,14076,39,138,16,,9,,414,A,35,14951
20-04-2020,MI,38494,93393,3374,,1346,,1102,,3237,B,3347,131887
20-04-2020,MI,38494,93393,3374,,1346,,1102,,3237,B,3347,131887
20-04-2020,MN,3190,46854,237,602,126,241,,,1059,A,143,50044
20-04-2020,MO,5807,50206,873,,,,,,,A,177,56013
20-04-2020,MP,14,51,,,,,,,11,,2,65
20-04-2020,MS,4512,46922,548,819,146,,89,,,A,169,51434
20-04-2020,MT,433,10618,19,57,,,,,243,A,10,11051
20-04-2020,NC,6764,72720,373,,,,,,,A,179,79484
20-04-2020,ND,627,14120,17,53,,,,,189,B,13,14747
20-04-2020,NE,1474,14206,,,,,,,,A,28,15680
20-04-2020,NH,1392,12726,79,198,,,,,521,B,41,14118
20-04-2020,NJ,88806,89251,6986,,2018,,1594,,,A,4377,178057
20-04-2020,NM,1845,35197,103,274,,,,,487,A,55,37042
20-04-2020,NV,3830,28517,,,,,,,,A,180,32347
20-04-2020,NY,247512,386349,16103,65969,4814,,,,39085,A,14347,633861
20-04-2020,OH,12919,77920,,2653,,798,,,,B,509,90839
20-04-2020,OK,2680,32966,307,541,136,,,,1614,B,143,35646
20-04-2020,OR,1956,38089,303,465,74,,35,,,A,75,40045
20-04-2020,PA,33232,129720,2701,,,,659,,,A,1204,162952
20-04-2020,PA,33232,129720,2701,,,,659,,,A,1204,162952
20-04-2020,PR,1252,8486,151,,,,,,,A,63,9738
20-04-2020,RI,5585,30883,297,629,62,,45,,267,B,175,36468
20-04-2020,SC,4377,36103,,776,,,,,2063,B,120,40480
20-04-2020,SD,1685,10641,,87,,,,,709,A,7,12326
20-04-2020,TN,7238,93451,505,730,,,,,3575,A,152,100689
20-04-2020,TX,19458,170936,1411,,,,,,5706,A,495,190394
20-04-2020,UT,3213,65098,,268,,,,,776,A,28,68311
20-04-2020,VA,8990,47745,1296,1500,396,,237,,1324,A,300,56735
20-04-2020,VI,53,554,,,,,,,48,,3,607
20-04-2020,VT,820,11671,49,,,,,,15,A,38,12491
20-04-2020,WA,13890,147889,403,,122,,,,,C,629,161779
20-04-2020,WI,5353,46603,406,1211,168,307,,,,A,230,51956
20-04-2020,WI,5353,46603,406,1211,168,307,,,,A,230,51956
20-04-2020,WV,902,21253,77,,37,,23,,290,B,24,22155
20-04-2020,WY,313,7073,19,51,,,,,233,A,2,7386
21-04-2020,AK,329,10790,42,36,,,,,168,A,9,11119
21-04-2020,AL,5231,43295,401,699,,260,,157,,B,177,48526
21-04-2020,AR,2227,25214,86,291,,,27,57,809,A,43,27441
21-04-2020,AS,0,3,,,,,,,,,,3
21-04-2020,AZ,5251,49901,637,1484,285,,181,,1155,B,208,55152
21-04-2020,CA,33261,266839,4886,,1502,,,,,B,1268,300100
21-04-2020,CO,10106,37360,861,1880,,,,,,A,449,47466
21-04-2020,CT,20360,43832,1949,,,,,,,A,1423,64192
21-04-2020,DC,3098,11841,402,,120,,69,,636,A,112,14939
21-04-2020,DE,2931,12935,263,,,,,,565,A,104,15866
21-04-2020,FL,27495,249564,,4235,,,,,,A,856,277059
21-04-2020,GA,19881,68259,,3779,,,,,,A,799,88140
21-04-2020,GU,133,1033,3,,2,,,,114,,5,1166
21-04-2020,HI,584,24112,,55,,,,,423,A,10,24696
21-04-2020,HI,584,24112,,55,,,,,423,A,10,24696
21-04-2020,IA,3641,23974,214,,89,,60,,1293,A,83,27615
21-04-2020,ID,1736,16071,69,157,,58,,,660,A,48,17807
21-04-2020,IL,33059,121938,4776,,1226,,781,,,A,1468,154997
21-04-2020,IN,12097,55167,,,676,,368,,,B,630,67264
21-04-2020,KS,2025,17076,,419,,,,,,B,107,19101
21-04-2020,KY,3050,29770,263,1059,147,582,,,1174,A,154,32820
21-04-2020,LA,24854,111588,1798,,,,297,,,A,1405,136442
21-04-2020,MA,43168,141444,3977,4009,1040,,,,,B,2449,184612
21-04-2020,MD,14193,59442,1433,3158,526,,,,930,A,732,73635
21-04-2020,ME,888,14076,40,139,16,,8,,443,A,36,14964
21-04-2020,MI,39589,99667,3357,,1346,,1107,,3237,B,3471,139256
21-04-2020,MI,39589,99667,3357,,1346,,1107,,3237,B,3471,139256
21-04-2020,MN,3452,48341,237,629,117,253,,,1094,A,160,51793
21-04-2020,MO,5941,51179,1001,,,,,,,A,189,57120
21-04-2020,MP,14,51,,,,,,,11,,2,65
21-04-2020,MS,4716,47648,548,858,146,,89,,,A,183,52364
21-04-2020,MT,437,10804,14,59,,,,,273,A,12,11241
21-04-2020,NC,6951,76380,427,,,,,,,A,213,83331
21-04-2020,ND,644,14343,17,54,,,,,214,B,13,14987
21-04-2020,NE,1648,14724,,,,,,,,A,33,16372
21-04-2020,NH,1491,12848,78,206,,,,,521,B,42,14339
21-04-2020,NJ,92387,92439,7594,,1930,,1501,,,A,4753,184826
21-04-2020,NM,1971,36784,116,291,,,,,501,A,58,38755
21-04-2020,NV,3937,29118,,,,,,,,A,193,33055
21-04-2020,NY,251690,397635,16135,67271,4729,,,,40482,A,14828,649325
21-04-2020,OH,13725,80989,,2779,,838,,,,B,557,94714
21-04-2020,OK,2807,41537,346,561,164,,,,1702,B,164,44344
21-04-2020,OR,2002,39126,297,471,70,,35,,,A,78,41128
21-04-2020,PA,34528,132323,2743,,,,673,,,A,1564,166851
21-04-2020,PA,34528,132323,2743,,,,673,,,A,1564,166851
21-04-2020,PR,1298,8789,117,,,,,,,A,64,10087
21-04-2020,RI,5972,32606,309,674,67,,43,,315,B,186,38578
21-04-2020,SC,4439,36838,,776,,,,,2063,B,124,41277
21-04-2020,SD,1755,11060,65,100,,,,,824,A,8,12815
21-04-2020,TN,7394,100788,523,760,,,,,3828,A,157,108182
21-04-2020,TX,20196,185203,1419,,,,,,6486,A,517,205399
21-04-2020,UT,3296,69062,,277,,,,,888,A,32,72358
21-04-2020,VA,9630,48724,1331,1581,403,,251,,1418,A,324,58354
21-04-2020,VI,54,574,,,,,,,48,,3,628
21-04-2020,VT,828,11767,41,,,,,,,A,40,12595
21-04-2020,WA,14133,151848,503,,161,,,,,C,640,165981
21-04-2020,WI,5509,47841,358,1252,137,324,,,,A,242,53350
21-04-2020,WI,5509,47841,358,1252,137,324,,,,A,242,53350
21-04-2020,WV,914,21849,85,,42,,24,,330,B,26,22763
21-04-2020,WY,320,7301,19,52,,,,,237,A,6,7621
22-04-2020,AK,335,11824,39,36,,,,,196,A,9,12159
22-04-2020,AL,5465,43295,440,730,,288,,170,,B,194,48760
22-04-2020,AR,2276,27437,97,291,,,23,57,863,A,42,29713
22-04-2020,AS,0,3,,,,,,,,,,3
22-04-2020,AZ,5459,51142,664,1528,300,,195,,1265,B,229,56601
22-04-2020,CA,35396,429931,4984,,1551,,,,,B,1354,465327
22-04-2020,CO,10447,38257,851,2003,,,,,,A,486,48704
22-04-2020,CT,22469,47449,1972,,,,,,,A,1544,69918
22-04-2020,DC,3206,12296,402,,120,,69,,645,A,127,15502
22-04-2020,DE,3200,13353,269,,,,,,599,A,117,16553
22-04-2020,FL,28309,260318,,4469,,,,,,A,910,288627
22-04-2020,GA,20740,73332,,3959,,,,,,A,836,94072
22-04-2020,GU,134,1086,3,,2,,,,119,,5,1220
22-04-2020,HI,586,24760,,56,,,,,437,A,12,25346
22-04-2020,HI,586,24760,,56,,,,,437,A,12,25346
22-04-2020,IA,3748,24496,272,,92,,57,,1428,A,90,28244
22-04-2020,ID,1766,16404,54,158,,58,,,710,A,51,18170
22-04-2020,IL,35108,129238,4665,,1220,,747,,,A,1565,164346
22-04-2020,IN,12438,57032,,,633,,334,,,B,661,69470
22-04-2020,KS,2211,17992,,432,,,,,,B,110,20203
22-04-2020,KY,3192,30136,286,1076,165,558,,,1266,A,171,33328
22-04-2020,LA,25258,111588,1747,,,,287,,14927,A,1473,136846
22-04-2020,MA,44913,144789,3890,4256,1050,,,,,B,2597,189702
22-04-2020,MD,14775,61754,1432,3325,527,,,,981,A,779,76529
22-04-2020,ME,907,16784,42,144,18,,10,,455,A,39,17691
22-04-2020,MI,40705,106653,3305,,1350,,1065,,3237,B,3602,147358
22-04-2020,MI,40705,106653,3305,,1350,,1065,,3237,B,3602,147358
22-04-2020,MN,3758,50165,240,660,107,262,,,1138,A,179,53923
22-04-2020,MO,6137,52019,1001,,,,,,,A,208,58156
22-04-2020,MP,14,51,,,,,,,11,,2,65
22-04-2020,MS,4894,48941,628,910,162,,86,,,A,193,53835
22-04-2020,MT,439,11144,13,59,,,,,296,A,14,11583
22-04-2020,NC,7220,83116,434,,,,,,,A,242,90336
22-04-2020,ND,679,14910,23,62,,,,,229,B,14,15589
22-04-2020,NE,1722,14957,,,,,,,,A,38,16679
22-04-2020,NH,1491,13550,94,206,,,,,546,B,42,15041
22-04-2020,NJ,95865,95794,7210,,1983,,1570,,,A,5063,191659
22-04-2020,NM,2072,38805,119,306,,,,,529,A,65,40877
22-04-2020,NV,4081,29807,,,,,,,,A,201,33888
22-04-2020,NY,257216,412766,15599,68773,4690,,,,42308,A,15302,669982
22-04-2020,OH,14117,84389,,2882,,880,,,,B,610,98506
22-04-2020,OK,2894,43019,298,588,147,,,,1772,B,170,45913
22-04-2020,OR,2059,39126,302,488,67,,35,,,A,78,41185
22-04-2020,PA,35684,136272,2764,,,,685,,,A,1622,171956
